Tweet Text,Tweet Datetime,Tweet Id,User Id,User Name,User Location,Tweet Coordinates,Place Info,Country,Hashtags,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id,month,ground_truth,ID
"@FKUJAK1 They want fear. Fear brings the vibration down. That is why it is so important to get messages like yours out to the people.
#TheGreatAwakening 
#nomask 
#NoVaccineForMe",2020-04-21 00:49:29,1252399020955205635,1244271931920007168,LockFrances,Probably Mexico somewhere. ,,,,"['TheGreatAwakening', 'nomask', 'NoVaccineForMe']",1,3,en,Twitter Web App,1.252334635436122e+18,1.1773734673957317e+18,April,0,0_April_0000073
"Oh no, someone else happy to be a sheep, to do what scientists say and trade away their freedoms. For what? Silly person . No wonder our economy has been destroyed with this attitude #NoMasks https://t.co/DPJHFPph0c",2020-04-21 10:17:25,1252541945664229382,1886795688,Cicero_Speaks,,,,,['NoMasks'],0,1,en,Twitter for iPhone,,,April,0,0_April_0000074
"Open mic moment. - hoax, everyone's been vaccinated any way, case death rate is 0.1, no need for masks #COVID19 #Hotmic #Vaccinated #NoMasks https://t.co/oyNTy07dvF",2020-04-21 12:26:31,1252574433480343554,1162038352599638016,Sen_Rob_Boyce,,,,,"['COVID19', 'Hotmic', 'Vaccinated', 'NoMasks']",0,0,en,Twitter for iPhone,,,April,0,0_April_0000075
BS #NoMask propaganda by left to scare Americans https://t.co/DYa493Sgun,2020-04-21 16:46:05,1252639757236084743,986049699437301760,hearing_nelson,,,,,['NoMask'],0,1,en,Twitter for iPhone,,,April,0,0_April_0000076
"No mask, do it ninja stylee! #lifehacks #nomask #mask https://t.co/ZgKCwMOsgf",2020-04-22 01:03:48,1252765012143362048,244013276,Funsox,,,,,"['lifehacks', 'nomask', 'mask']",0,1,en,Twitter for Android,,,April,0,0_April_0000077
"I'm not wearing masks so the media can sit in there fucking houses and complain about American's not wearing marks while protesting.

People at those protests can do what they want, it's America, if you are scared don't go.

#nomasks",2020-04-22 16:24:25,1252996692003008515,1081311465557000192,DoodlesTrks,California ,,,,['nomasks'],12,34,en,Twitter for Android,,,April,0,0_April_0000078
"@houmayor #nomask if you love life, liberty, and the pursuit of happiness- for the love of ALL HUMANITY - NO MASK.  Don't give into the fear, be a beacon of hope, a bright light as we come close to the end of this horrid turn of events.",2020-04-22 18:14:48,1253024470530482179,1662454537,thej5crew,Texas,,,,['nomask'],0,0,en,Twitter for Android,,1.0990802291113696e+18,April,0,0_April_0000079
And #GroceryStores need to go to a #NoMasks then #NoService policy https://t.co/QOzlYWYh0S,2020-04-22 20:58:54,1253065768096296960,3173792594,tim_swiftysspam,,,,,"['GroceryStores', 'NoMasks', 'NoService']",0,1,en,Twitter for Android,,,April,0,0_April_0000080
Yessss Jim Jordan! #NoMasks https://t.co/ckT0QE7Uh5,2020-04-22 22:14:02,1253084675020656640,2852597261,julie_kelly2,Orland Park IL,,,,['NoMasks'],19,82,en,Twitter for iPhone,,,April,0,0_April_0000081
RT @julie_kelly2: Yessss Jim Jordan! #NoMasks,2020-04-22 22:16:41,1253085342477017093,16710420,irritatedwoman,Free @GenFlynn,,,,['NoMasks'],19,0,en,Twitter for iPhone,,,April,0,0_April_0000082
@HarrisCoJudge Thanks for causing more panic and fear...#noclue #nomask,2020-04-22 22:41:22,1253091555910602758,27647512,PhillynTX,"Katy, Tx",,,,"['noclue', 'nomask']",0,1,en,Twitter for Android,1.2530526802238095e+18,1.0932452389179556e+18,April,0,0_April_0000083
RT @julie_kelly2: Yessss Jim Jordan! #NoMasks https://t.co/ckT0QE7Uh5,2020-04-22 23:11:37,1253099168588943360,421225722,Padman4321,"San Diego, CA",,,,['NoMasks'],19,0,en,Twitter Web Client,,,April,0,0_April_0000084
RT @julie_kelly2: Yessss Jim Jordan! #NoMasks,2020-04-23 00:45:57,1253122904994217999,271269713,barrybye,the emerald city,,,,['NoMasks'],19,0,en,Twitter for iPhone,,,April,0,0_April_0000085
RT @julie_kelly2: Yessss Jim Jordan! #NoMasks,2020-04-23 01:03:44,1253127382837399553,841023932694171648,EricMoo91919605,,,,,['NoMasks'],19,0,en,Twitter for iPhone,,,April,0,0_April_0000086
.@ChiefNewsham you down with PPE? Not MPD! #Ward4 you all be safe! @CMBrandonTodd is encouraging the increase potential Covid Policing in a neighborhood near you. @MayorBowser @DCPoliceDept don’t care about flattening the Curve. #StopMPD #COVID19 #Coronavirus #NoMasks #NoGloves https://t.co/nH4QxMy6kY,2020-04-23 01:52:02,1253139537909481472,3021354107,DMVBlackLives,"Washington, DC",,,,"['Ward4', 'StopMPD', 'COVID19', 'Coronavirus', 'NoMasks', 'NoGloves']",2,7,en,Twitter for iPhone,,,April,0,0_April_0000087
How many times are networks floating subliminal messages like “during this uncertain time” “stay in &amp; stay safe”? It’s time for #Americans to fight back. Shut off the TV-go outside! #NoMask #BacktoWorkAmerica #OPENAMERICANOW It’s out right! 🇺🇸,2020-04-23 02:27:22,1253148427308826626,564196047,maga4gr8tusa,"Arizona, USA",,,,"['Americans', 'NoMask', 'BacktoWorkAmerica', 'OPENAMERICANOW']",339,379,en,Twitter for iPhone,,,April,0,0_April_0000088
"@GovAbbott 
@realDonaldTrump 

ALL DEMOCRAT MAYORS &amp; JUDGES! 

#INFRINGING
#NOMASKS https://t.co/iSw4klb4WN",2020-04-23 10:48:09,1253274454836293636,898558432411738112,PgigiL,FREE AMERICA,,,,"['INFRINGING', 'NOMASKS']",1,1,en,Twitter for Android,,19291441.0,April,0,0_April_0000089
"Let him go! Give him a bike and a water bottle and send him on his way. 
#NoMask! https://t.co/APxXnwSE2z",2020-04-23 12:14:50,1253296271500161024,3233851462,boobinspecter69,Fantasy Island ,,"Lake in the Hills, IL",US,['NoMask'],0,0,en,Twitter for Android,,,April,0,0_April_0000090
"#NOmasks
They don't protect the wearer. And most of everyone is infected.
#imitateSweden
@NYGovCuomo https://t.co/NipcZPW8Py",2020-04-23 12:58:17,1253307203559227392,421958572,ValarVarda,Campbell,,,,"['NOmasks', 'imitateSweden']",0,1,en,Twitter Web App,,,April,0,0_April_0000091
"Hmmm. Once again thanks Fauci, Gates and Birx. 
#Texas #Abbott @GregAbbott_TX #NFLDraft2020 @getongab #2A #BackToWorkNOW #NoMasks #reopen https://t.co/4B3kDjw8xD",2020-04-23 15:00:14,1253337894518878212,789279970644332544,georg_dreyman,,,,,"['Texas', 'Abbott', 'NFLDraft2020', '2A', 'BackToWorkNOW', 'NoMasks', 'reopen']",0,0,en,Twitter for iPhone,,,April,0,0_April_0000092
"@GovMikeDeWine You can ask, suggest, and urge mask usage. It is a free country and I can still choose not to wear one. Cloth masks have been shown to be nearly completely ineffective in protecting from virus transmission. You can choose mask, I can choose #nomask",2020-04-23 18:43:44,1253394139305181185,117801949,sherril79,"Ohio, USA",,,,['nomask'],0,12,en,Twitter for Android,1.253391124020056e+18,18820392.0,April,0,0_April_0000093
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:21:07,1253403546310946821,146168514,janabru777,"Arizona, USA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000094
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:21:56,1253403752670822402,1005507505336782848,Zabbenduster,1117🙏Followed by 👉 @GenFlynn,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter Web App,,,April,0,0_April_0000095
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:23:16,1253404086952775680,1068324134814433281,G00Jersey,"Chicago, IL",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000096
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:25:11,1253404570140545024,1228936155833389061,maggies11235029,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000097
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:36:43,1253407475115622400,761378158629285888,TLittlesun,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000098
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:36:51,1253407506971443202,1026226825729589249,SmoreSnoop,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter Web App,,,April,0,0_April_0000099
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:39:58,1253408290878353408,1068701031993933824,AaronRing9,United States,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000100
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 19:49:51,1253410777265876994,711234670533283840,Itsmeinindy2,United States,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000101
"""Demanding that everyone wear a mask is intended to instill fear that deaths are on the rise."" @realDonaldTrump @GovMikeDeWine @DrAmyActon  #NoMasks 
https://t.co/GX5FHtjybk",2020-04-23 20:00:19,1253413411276197894,1083905225101062144,OhioGunGal,Ohio,,,,['NoMasks'],0,1,en,Twitter Web App,,,April,0,0_April_0000102
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 20:01:03,1253413595406151680,4190467431,json_206,United States,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000103
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 20:09:37,1253415753803395073,1579030555,Rodrigo_Danny_,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000104
"@LibertyTaken Neither he nor Husted will ever win elected office again.  Unless they cheat with mail-in ballots, his daughter doesn't stand a chance at winning her race either.  #NoMasks",2020-04-23 20:12:48,1253416555745951746,1083905225101062144,OhioGunGal,Ohio,,,,['NoMasks'],0,0,en,Twitter Web App,1.2534134551360922e+18,1.248681079801811e+18,April,0,0_April_0000105
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 20:22:08,1253418904556171266,870804895468670976,mis9mm,"San Diego, CA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000106
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 20:23:06,1253419144898211840,992952451790790656,loriPeel3,"Verona, PA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000107
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 20:40:56,1253423633235447810,373932544,HeatherNotABot,Trump Nation,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000108
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 21:15:33,1253432346474242051,1103341028466147335,DadPatriot,"Michigan, USA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000109
@LucyTrumplican @gatewaypundit Question? Quickest way to shut down Congress? Pelosi in this pic.... #nomask #DCaintSF,2020-04-23 21:26:09,1253435014491959298,25541952,steel1man,TrumpLand USA,,,,"['nomask', 'DCaintSF']",0,1,en,Twitter for iPad,1.2534291074900337e+18,1.1210471413826232e+18,April,0,0_April_0000110
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 21:40:38,1253438658906132486,1210646559156834362,bigginch1,"West Virginia, USA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000111
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 22:17:52,1253448027303485442,1240821012725260289,togetherappartQ,"Idaho, USA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000112
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 22:54:48,1253457323143675904,1048633729164500993,TunamanJ,Classified  ,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000113
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-23 23:22:26,1253464278562193415,3305261097,RoseB1859,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000114
9 out of 10 family room shots during #NFLDraft brought to you courtesy of @RentACenter #NoMasks #COVID19,2020-04-24 01:30:26,1253496489965506561,309848353,Captain_ADK,Merica',,,,"['NFLDraft', 'NoMasks', 'COVID19']",1,0,en,Twitter for iPhone,,,April,0,0_April_0000115
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-24 03:20:42,1253524239920947202,789876171030732800,ModjajiTen,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000116
"@Hickenlooper I'm of the opinion of power to the people, and sic semper tyranis Mr Hickenlooper. You couldn't buy your way into office (again).
#nomasks",2020-04-24 03:22:20,1253524650962776064,1248832976147734530,MattKratz2,,,,,['nomasks'],0,0,en,Twitter Web App,,117839957.0,April,0,0_April_0000117
RT @julie_kelly2: Yessss Jim Jordan! #NoMasks https://t.co/ckT0QE7Uh5,2020-04-24 05:37:41,1253558711622275073,197822223,elunicoeldivino,bogota,,,,['NoMasks'],19,0,en,Twitter Web App,,,April,0,0_April_0000118
@Shannon70798106 @sandyaschneider Then go and patronize a business that isn’t run by subservient idiots. There are plenty of them. #IwillNOTComply #WeAreBeingPlayed #NoMask #TheVirusIsAHoax,2020-04-24 07:47:31,1253591383157456901,1031513567982432256,senn60,,,,,"['IwillNOTComply', 'WeAreBeingPlayed', 'NoMask', 'TheVirusIsAHoax']",0,0,en,Twitter for iPhone,1.2533499602188247e+18,8.804910081437696e+17,April,0,0_April_0000119
So is Nasrec a covid-19 free zone? 🧐 #LockdownSA #NoMasks #noSocialDistancing #why,2020-04-24 10:14:37,1253628402097180672,778677368,sameera_langry,,,,,"['LockdownSA', 'NoMasks', 'noSocialDistancing', 'why']",0,2,en,Twitter for iPhone,,,April,0,0_April_0000120
Greets &amp; #BlessedBeFriday #Globalvibetribe! Today is a #beautiful &amp; #lovely day &amp; #LOVE is in the air! You have established your #QuarantineRoutine &amp; even the once mundane things have meaning. Today I give U permission 2 #kiss ur #spouses &amp; #mates w/#nomasks! *chuckles* ~Sage✨ https://t.co/51R2fYrRX7,2020-04-24 12:00:29,1253655044735590404,1226285912822353920,OneWiseSage,North America-USA,,,,"['BlessedBeFriday', 'Globalvibetribe', 'beautiful', 'lovely', 'LOVE', 'QuarantineRoutine', 'kiss', 'spouses', 'mates', 'nomasks']",0,0,en,Twitter Web App,,,April,0,0_April_0000121
"""“We are not Cincinnati! We are not Columbus! They have to understand that. We are responsible people who are trained in this and we’ve thought long and hard about this. We think we can handle this.”"" @GovMikeDeWine #NoMasks
https://t.co/1QfzHYsaum",2020-04-24 15:33:43,1253708706635812865,1083905225101062144,OhioGunGal,Ohio,,,,['NoMasks'],0,0,en,Twitter Web App,,,April,0,0_April_0000122
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-24 16:01:55,1253715805109280768,3411261559,Bluefringe7,"Colorado, USA",,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for iPhone,,,April,0,0_April_0000123
"@MichiganHHS A review of six clinical studies, published in the Canadian Medical Association Journal, found that medical workers caught viruses from their patients just as often when they used N95 respirators as when they used ordinary medical masks https://t.co/RdcY1S1I5M #NOMasks 
#COVID19",2020-04-24 17:22:44,1253736144094756865,44425430,tabbyday,USA,,,,"['NOMasks', 'COVID19']",0,0,en,Twitter Web App,1.2533776026744627e+18,57338289.0,April,0,0_April_0000124
@SpeakerPelosi @SenSchumer @dougducey Tomorrow I am going to Work!!! You are not restricting my Freedom or Rights anymore.  Don’t like it to bad!!! I Don’t Work For You!! You Work For Me Get It!!! #NoMask,2020-04-24 23:58:48,1253835817971138561,205983106,bwcorky,United States,,,,['NoMask'],0,0,en,Twitter for iPhone,,15764644.0,April,0,0_April_0000125
"@GoldenTalon77 The #coronamoaners should #choosedeath
Too many cretins in this world
#nomask
#Covid_19 https://t.co/mVjrz1Lriu",2020-04-25 01:27:16,1253858079222960129,1017221463290646528,raymondvillani,Solihull / London,,,,"['coronamoaners', 'choosedeath', 'nomask', 'Covid_19']",0,1,en,Twitter for Android,1.253541225761669e+18,4292489412.0,April,0,0_April_0000126
"“If this guy can stay healthy he’s going to be a force in the league.” -NFL DRAFT ANNOUNCER

Draft pick surrounded by 39 people crowded into a tiny living room. #covid19 #nfldraft #socialdistancing #nomasks",2020-04-25 02:58:27,1253881026285273097,31401959,jamesburgejr,Cleveland//Future//Beyond,,,,"['covid19', 'nfldraft', 'socialdistancing', 'nomasks']",1,3,en,Twitter for iPhone,,,April,0,0_April_0000127
@UPS #UPS WARNING! DO NOT ENGAGE WITH YOUR UPS DRIVER OR THEY WILL CALL YOU AGGRESSIVE AND BLOCK YOU AKA YOU CANNOT GET DELIVERIES TO YOUR HOMEDO NOT LET THIS HAPPEN TO YOU IS IT ME OR DOES THIS DRIVE HAVE #ATTITUDE #SPREADTHEWORD #NOMASK #NOGLOVES #BADCUSTOMERSERVICE #DELIVERY https://t.co/fjeeDH3ELt,2020-04-25 04:48:21,1253908683248951296,1146198726769139712,family_prime,"La Jolla, CA",,,,"['UPS', 'ATTITUDE', 'SPREADTHEWORD', 'NOMASK', 'NOGLOVES', 'BADCUSTOMERSERVICE', 'DELIVERY']",2,0,en,Twitter Web App,,158129535.0,April,0,0_April_0000128
Peaceful assembly of American Patriots TODAY at the Ohio Statehouse in Columbus @ 1PM.  #iwillnotcomply #NoMasks,2020-04-25 11:11:11,1254005028379070464,1083905225101062144,OhioGunGal,Ohio,,,,"['iwillnotcomply', 'NoMasks']",0,0,en,Twitter Web App,,,April,0,0_April_0000129
Don't know if this is driven by greed or by need. All I know is that this behavior is exactly why the virus has been bringing ppl down. Bit by bit. Area by area. #NoSocialDistancing #nomask #COVID2019india #Thane @ThaneCityPolice @ImThanekar,2020-04-25 13:13:46,1254035877447086084,3022284428,Martinii_Girl,Thane / Mumbai,,"Thane, India",IN,"['NoSocialDistancing', 'nomask', 'COVID2019india', 'Thane']",0,1,en,Twitter for Android,1.254034677431591e+18,3022284428.0,April,0,0_April_0000130
Could @EdEmmett run for office again to get this idiocratic know nothing @LinaHidalgoTX out? Asking for a friend. #GodBless #nomask #lockdown #OPENAMERICANOW https://t.co/amXDjCKoM3,2020-04-25 14:19:10,1254052336324038663,983867076,DonKellerJrTex,"Texas, USA",,"Houston, TX",US,"['GodBless', 'nomask', 'lockdown', 'OPENAMERICANOW']",0,0,en,Twitter for iPhone,,,April,0,0_April_0000131
We need an anti mask movement #NoMask,2020-04-25 17:09:45,1254095262206898176,759767087422251008,lightonearth111,,,,,['NoMask'],1,0,en,Twitter for iPhone,,,April,0,0_April_0000132
#NoMasks go lay in the 🌞 https://t.co/uT9rMMm3nj,2020-04-25 18:46:02,1254119496102612993,36858350,LavenderLives,Earth,,,,['NoMasks'],1,1,en,Twitter for iPhone,,,April,0,0_April_0000133
RT @LavenderLives: #NoMasks go lay in the 🌞,2020-04-25 18:47:40,1254119904468443138,1192152512930828288,DMarceeux,"Woodland, CA",,,,['NoMasks'],1,0,en,Twitter for Android,,,April,0,0_April_0000134
RT @lightonearth111: We need an anti mask movement #NoMask,2020-04-25 20:50:02,1254150701556682752,197822223,elunicoeldivino,bogota,,,,['NoMask'],1,0,en,Twitter Web App,,,April,0,0_April_0000135
@mitchellvii Top down in AZ! #nomasks #nononsense #OpenArizona https://t.co/c1IgIgV8RZ,2020-04-26 01:18:41,1254218309156745216,2320388984,jenniferckelly,United States,,,,"['nomasks', 'nononsense', 'OpenArizona']",3,25,en,Twitter for iPhone,1.254175602191618e+18,17980523.0,April,0,0_April_0000136
"@HPoindexter3 @1776Stonewall If you are wearing your mask you are protected. So my mask is useless. 
My body my choice, right liberals?
#NoMasks",2020-04-26 05:49:17,1254286406609801217,711298631765086208,_San_Greal_, Jesus Land,,,,['NoMasks'],0,0,en,Twitter for Android,1.254135724712104e+18,1.1714753066512955e+18,April,0,0_April_0000137
"During this crazy time we are living in, let's add a little bit of silliness to it! 

https://t.co/kXLD2XF9HT

#Covid19, #coronavirus, #nomasks, #maskshortage, #wehavetowearmasks https://t.co/EQqwb7EVMq",2020-04-26 18:22:00,1254475835224084482,839465700028710912,MandLShop16,"North Carolina, USA",,,,"['Covid19', 'coronavirus', 'nomasks', 'maskshortage', 'wehavetowearmasks']",0,0,en,Twitter Web App,,,April,0,0_April_0000138
"@Maggie_Vespa Clackamette Park today. This is NOT how we beat #COVID19 Look carefully, #NoMasks even. https://t.co/ZcMI8djyxY",2020-04-27 02:25:30,1254597512389750785,976160453339459584,BeeFeuless,,,,,"['COVID19', 'NoMasks']",0,0,en,Twitter Web App,,406733783.0,April,0,0_April_0000139
"@MamataOfficial Respected Didi 🙏
Sealdah Koley Market is #NoLockdown, #NoMask #NoSocialDistancing and full #Crowd 24hr open this market plz CM Madam Lock Koley Market #SaveSealdah peoples 🙏",2020-04-27 08:31:43,1254689671310987264,1096450641562456064,Chandan01005098,India,,,,"['NoLockdown', 'NoMask', 'NoSocialDistancing', 'Crowd', 'SaveSealdah']",0,0,en,Twitter for Android,1.2546425868509637e+18,2526794479.0,April,0,0_April_0000140
As far as I am concerned (unless you are in a doctor’s office of some kind or a hospital) just wearing a mask in “general” OR because it was mandated is a pure symbol of FEAR and don’t think for one second the far left doesn’t know it! #NoMasks,2020-04-27 18:50:14,1254845326269259778,21018639,rome8899,"South Carolina, USA",,,,['NoMasks'],4,9,en,Twitter for iPhone,,,April,0,0_April_0000141
🤣#NoMask for my family!  We prefer fresh oxygen and not breathing in out own carbon dioxide! https://t.co/BJy4rk4fmQ,2020-04-27 19:59:48,1254862835672326144,41306360,vaxx_free,,,,,['NoMask'],4,12,en,Twitter Web App,,,April,0,0_April_0000142
"@GovMikeDeWine MY BODY. MY CHOICE. #noMask

This is a personal health right violation. Some of us understand how real immunity works. ALL of us have the right to live free and make our own health decisions. PLEASE LOOK AT THE STUDIES. 

I.WILL.NOT.WEAR.A.MASK
#freespeech
#myBodyMyChoice",2020-04-27 20:21:18,1254868242537091072,33720117,andi_Stenger,Oblivion,,,,"['noMask', 'freespeech', 'myBodyMyChoice']",1,11,en,Twitter for iPhone,1.2548546457735127e+18,18820392.0,April,0,0_April_0000143
@alliemarie777 @GovMikeDeWine I’m requesting to my hairdresser that her chair be put outside in the sun 🌞 and we’ll all be safe!  #NoMask,2020-04-27 21:06:55,1254879723596939264,27643535,Beth2002,,,,,['NoMask'],0,2,en,Twitter for iPhone,1.254878896870343e+18,161452409.0,April,0,0_April_0000144
"@GovMikeDeWine NO MASKS!! It should be our choice, you better enjoy your 4 years because you won't have another term. Been a lifelong republican but will not vote for you again!!!! #NoMasks #recallgovenordewine",2020-04-27 21:51:22,1254890909805809664,64453030,Rebafan84,"Ohio, USA",,,,"['NoMasks', 'recallgovenordewine']",1,9,en,Twitter for Android,1.2548611915597414e+18,18820392.0,April,0,0_April_0000145
"masks: 
1 unhygenic
2. can suffer from CO2 poisoning
https://t.co/udAoQoVdmk
3. you need to change them requently
4. masks prevent immune system respondingto changes
5. youd have to wear them for ever
#NoMasks 
#COVID19 https://t.co/S9nIKxzTTR",2020-04-27 22:11:55,1254896083924209664,2686106365,bodhibrian,australia,,,,"['NoMasks', 'COVID19']",0,0,en,Twitter Web App,,,April,0,0_April_0000146
