index,location,Lat,Lon,USA
7041,"Renton, WA, USA",47.4796927,-122.2079218,1
7042,Proudly South African 🇿🇦 ,,,
7043,"Fox Lake, IL",42.3966874,-88.1836965,1
7044,"Troy, MI",42.6064095,-83.1497751,1
7045,"wolverhampton, UK",52.586973,-2.12882,0
7046,"Ohio, USA 🦩",40.4172871,-82.907123,1
7047,"Plattsburgh, NY",44.6994873,-73.4529124,1
7048,the Nordics,41.4263517,-71.6285609,1
7049,Concrete Jungle ,46.208825,-119.1190028,1
7050,Marion IL,37.7306054,-88.9331256,1
7051,the Red part of CA.,36.778261,-119.4179324,1
7052,LAX2JFK ,,,
7053,"Kaduna, Nigeria",10.5104642,7.4165053,0
7054,"Shropshire, England",52.7063657,-2.7417849,0
7055,New York State,43.2994285,-74.2179326,1
7056,SF Bay Area & the OC,33.7174708,-117.8311428,1
7057,Cincinnati Ohio,39.1031182,-84.5120196,1
7058,The Dark End of the Street,,,
7059,"Connecticut, USA, No DMS",41.6032207,-73.087749,1
7060,"Denver, CO and Washington, DC",39.7474414,-104.981896,1
7061,"Manhattan, NYC",40.7830603,-73.9712488,1
7062,"Main St, America",30.0390204,-95.4281663,1
7063,"End of Oregon Trail, USA",45.3652026,-122.5943702,1
7064,New York & Los Angeles,34.0483215,-118.2548493,1
7065,SouthCoast Massachusetts,41.7088911,-71.1445267,1
7066,The Homestead,37.997336,-79.830827,1
7067,"Princeton, Texas",33.1801161,-96.4980424,1
7068,"Queens Village, NY",40.7156628,-73.7419017,1
7069,"Rockaway, NY",40.592658,-73.7977928,1
7070,"Nordrhein-Westfalen, Deutschla",51.4332367,7.6615938,0
7071,"Anhedonia, USA",,,
7072,San Diego and Reno,39.5344731,-119.8625166,1
7073,"ÜT: 40.717994,-73.994252",30.2849185,-97.7340567,1
7074,"Ogden, Utah",41.223,-111.9738304,1
7075,"Wales, UK",52.1306607,-3.7837117,0
7076,509 CARDENAS SE ABQ NM 87108,35.0724895,-106.5801718,1
7077,"Lincoln City, OR",44.9581644,-124.0178914,1
7078,omg and what the hell,,,
7079,"Plano, TX (TX-03)",33.0198431,-96.6988856,1
7080,"Spindale, NC",35.3601212,-81.929271,1
7081,on the ground in LA,34.0385916,-118.2576674,1
7082,Up Your Butt With A Cocunut,,,
7083,Atlanta-ish,33.7489954,-84.3879824,1
7084,Mountains,37.0356338,-95.7335897,1
7085,CA-49,33.2813392,-117.4086488,1
7086,"Bala Cynwyd, PA",40.0131418,-75.2304038,1
7087,il centro del Mondo: New York ,40.7127753,-74.0059728,1
7088,"SAG-AFTRA, AEA, AΨΩ",,,
7089,BlueMarble,39.8734359,-86.2659378,1
7090,Speaker's Lobby,,,
7091,jamaica,18.109581,-77.297508,0
7092,Lichtenstein/Sachsen,50.7548169,12.6271344,0
7093,UK Kernow,50.2660471,-5.0527125,0
7094,The Stack,30.6223221,-96.3435046,1
7095,NYC and K'un-L'un,40.7127753,-74.0059728,1
7096,"Brooklyn, New York ",40.6781784,-73.9441579,1
7097,"ÜT: 40.773668,-73.981961",30.2849185,-97.7340567,1
7098,New York City & Virtually Worldwide,40.7127753,-74.0059728,1
7099,I  ❤️ NY,40.7127753,-74.0059728,1
7100,🇸🇿🇿🇦 ,,,
7101,South Africa / Swaziland,-26.522503,31.465866,0
7102,Earthling,35.547851,-82.653486,1
7103,Great PNW where Science Rules,,,
7104,Turks & Caicos Islands,21.694025,-71.797928,0
7105,"venice, ca",33.9850469,-118.4694832,1
7106,Zuid Holland,52.0207975,4.4937836,0
7107,With @LethalLabProj,,,
7108,"California, United States",36.778261,-119.4179324,1
7109,The Greatest City in the World,,,
7110,"78 Stony Hill Rd, Bethel, CT",41.4142914,-73.3778987,1
7111,In The Western Wilds Of Texas.,31.9685988,-99.9018131,1
7112,"Allen, TX",33.1031744,-96.6705503,1
7113,"TX, USA",31.9685988,-99.9018131,1
7114,"Abuja,Nigeria",9.0764785,7.398574,0
7115,Avatar State,,,
7116,Undisclosed ,,,
7117,"Wellington/Dufferin/Guelph, ON",43.524905,-80.233717,0
7118,San Tan Valley Arizona,33.177294,-111.5468301,1
7119,"Castro Valley, California",37.6955029,-122.0738678,1
7120,"Sacto, CA",38.5815719,-121.4943996,1
7121,North of Toronto,43.7067707,-79.398322,0
7122,🌲⛵️🦞 Downeast Coastal Maine,45.253783,-69.4454689,1
7123,"Los Angeles, CA USA",34.0522342,-118.2436849,1
7124,Marafa Estate Kaduna,10.5142596,7.4465686,0
7125,"lagos, Nigeria",6.5243793,3.3792057,0
7126,"Zaria, Nigeria",11.0855409,7.7199454,0
7127,"Oshogbo, Nigeria",7.7826709,4.5418141,0
7128,"Aiken,S.C.",33.5604168,-81.7195533,1
7129,Princeton NJ,40.3572976,-74.6672226,1
7130,Jersey/NYC/Philly $$ ,40.0583238,-74.4056612,1
7131,"Portland, OR ",45.5051064,-122.6750261,1
7132,UK/USA,37.09024,-95.712891,1
7133,Eyes forward,,,
7134,Northern Indiana,41.294075,-86.121437,1
7135,"Rebel Scum HQ, Mandalore ",,,
7136,"Davison, MI",43.0347491,-83.5180063,1
7137,Somewhere else,44.408643,-89.7852824,1
7138,Bedroom Bathroom and Beyond,40.7399986,-73.994462,1
7139,"Highland Beach, FL/Toronto, ON",26.4101952,-80.0662705,1
7140,"Maiduguri, Fufore, Yola, Girei",11.8310981,13.1509672,0
7141,ABQ NM,35.0843859,-106.650422,1
7142,where the heart is,35.1697943,-89.8554183,1
7143,Hawaiian Islands,23.6523707,-166.547146,0
7144,"Mpumalanga, Hazyview ",-25.0519121,31.1366715,0
7145,"Freeville, NY",42.5139608,-76.3466014,1
7146,"Grand Prairie, TX & Austin, TX",32.7449191,-97.0123798,1
7147,Home Sweet Home,37.2252902,-95.7104289,1
7148,the Fort,40.7577165,-96.6456541,1
7149,"New York State, USA",43.2994285,-74.2179326,1
7150,"Asaba, lagos, Nigeria.",6.2059295,6.6958939,0
7151,"Kingston, NY",41.9270367,-73.9973608,1
7152,"Taos, New Mexico",36.4072134,-105.5733788,1
7153,Right Here Right Now,,,
7154,facebook.com/mikebonenation,,,
7155,budhlada punjab,29.9266932,75.5541854,0
7156,Bromley UK,51.406025,0.013156,0
7157,Ithaca,42.4439614,-76.5018807,1
7158,NY01,40.9848784,-72.6151169,1
7159,Southern California 🇺🇸,34.9592083,-116.419389,1
7160,"Amsterdam, Netherlands 🇳🇱",52.3675734,4.9041389,0
7161,"Harare, Zimbabwe",-17.8216288,31.0492259,0
7162,Accra-Legon,5.6506394,-0.1870506,0
7163,NONE YDB BLOCKED BY twitter ,,,
7164,Chicago...US...Earth ,41.8781136,-87.6297982,1
7165,NYC; snowy & sandy places.,40.7127753,-74.0059728,1
7166,dordrecht,51.8132979,4.6900929,0
7167,Palm Springs,33.8302961,-116.5452921,1
7168,Wearing a mask,,,
7169,"Auburn, Alabama, USA",32.6098566,-85.4807825,1
7170,Southern CA (SoCal),34.9592083,-116.419389,1
7171,My office...,32.8928032,-117.1413654,1
7172,"Lowell, MA",42.6334247,-71.3161718,1
7173,"Lexington,KY,USA",38.0405837,-84.5037164,1
7174,South Jersey,39.3583238,-74.437441,1
7175,"Hipster Valley, Brooklyn",40.6781784,-73.9441579,1
7176,United States🇺🇸🇺🇸🇺🇸🇺🇸,,,
7177,"Philadelphia, PA    he/him/his",39.9525839,-75.1652215,1
7178,In Plain Sight,39.1682515,-119.7691365,1
7179,"Sharon, MA",42.1236499,-71.1786237,1
7180,New jersey,40.0583238,-74.4056612,1
7181,non citizen #ProLife,,,
7182,"Ellicott City, Maryland, USA",39.2673283,-76.7983067,1
7183,Maryland Eastern Shore USA ,38.2102166,-75.6848002,1
7184,Illinois State Blo-No,40.5120479,-88.9931683,1
7185,"Victoria, BC, Canada",48.4284207,-123.3656444,0
7186,"Maskville, USA",37.959182,-98.9687098,1
7187,♆ ,,,
7188,Ontario ,51.253775,-85.323214,0
7189,Vancouver WA,45.6257379,-122.6760886,1
7190,Global Citizen,40.7249194,-73.9968807,1
7191,"Adelaide, South Australia",-34.9284989,138.6007456,0
7192,City on the Edge of forever,,,
7193,"UAE, Nairobi, Nakuru kenya ",-1.2920659,36.8219462,0
7194,"queens, nyc",40.7282239,-73.7948516,1
7195,USA 🇺🇸,,,
7196,"Harlem, GA",33.4145834,-82.3126237,1
7197,UK/UAE/India,25.2575912,55.3015665,0
7198,"Westwood, MI",42.303011,-85.62876,1
7199,North Atlantic,-14.5994134,-28.6731465,0
7200,A beautiful place called Earth,,,
7201,Ala-freaking-Bama,,,
7202,In Your Soul,39.9225986,-75.1548452,1
7203,"CT, NM",35.0609092,-106.794408,1
7204,Bedridden in Chicagoland,41.7435073,-88.0118473,1
7205,Californication Murder Mitten ,,,
7206,"Eddyville, Kentucky",37.0944971,-88.080301,1
7207,"Earth, our only planet. 🌎",,,
7208,Bed🛌 or a Concert🎶,,,
7209,Clovis,34.4047987,-103.2052272,1
7210,"Murrieta, CA",33.5539143,-117.2139232,1
7211,"Planet Earth, The Blue Planet",,,
7212,"so pure, so dirty and raw",,,
7213,Left side,35.484284,-82.551902,1
7214,Turkey 🇹🇷,,,
7215," Maine and North Carolina, USA",35.7595731,-79.0192997,1
7216,The hills of LA ,34.1176605,-118.3520389,1
7217,"Space City - Houston, TX",29.9018281,-95.147603,1
7218,State of NY,43.2994285,-74.2179326,1
7219,sairegiftrocket@gmail.com,,,
7220,"Modesto, CA",37.6392595,-120.9970014,1
7221,"Chambersburg, PA",39.9375911,-77.6611022,1
7222,jhumka city - Banana Republic,39.042565,-94.5932012,1
7223,"Ottawa, ON Canada",45.4215296,-75.6971931,0
7224,"West Lothian, Scotland",55.9070198,-3.5517167,0
7225,Winnipeg Manitoba Canada,49.895136,-97.1383744,0
7226,My Own Universe,,,
7227,Upstate NY,43.0481962,-76.0488458,1
7228,Southeast U.S. ,37.09024,-95.712891,1
7229,"Boulder Colorado, USA ⛰  🇺🇸",40.0149856,-105.2705456,1
7230,Red State Hell,,,
7231,33629,27.9263478,-82.5131717,1
7232,Ici et là-bas,,,
7233,#OnSet,40.5275546,-111.9000258,1
7234,"Amherst, NY Disney=My 2nd Home",42.9790067,-78.792272,1
7235,new haven,41.308274,-72.9278835,1
7236,"Carmichael, CA",38.617127,-121.3282843,1
7237,"Los Angeles, CA/London UK",34.0594689,-118.413944,1
7238,On the ice or under a laptop,,,
7239,United Corporations of America,,,
7240,"Packanack Lake in Wayne, NJ",40.9425982,-74.2562583,1
7241,NCR|Rajasthan|Lko,33.7790985,-84.3895458,1
7242,"Keeping It Classy~Detroit, MI",42.331427,-83.0457538,1
7243,Crazytown,36.1615024,-86.7765371,1
7244,On the air and on the page!,,,
7245,California Dreamin',34.857026,-82.2670714,1
7246,"Redding, CA",40.5865396,-122.3916754,1
7247," Surrey, UK",51.3147593,-0.5599501,0
7248,"Dalit Lives Matter, India",,,
7249,Fort Worth and Dallas,32.7766642,-96.7969879,1
7250,Ciudadana del mundo,,,
7251,"Peshawar, Pakistan",34.0151366,71.5249154,0
7252,"Coastal Elite, USA ",28.3721395,-80.6677946,1
7253,"Conroe, Texas",30.3118769,-95.4560512,1
7254,"LakeArrowhead, CA ",34.2483396,-117.1892078,1
7255,Back in Jersey,39.849979,-74.1980027,1
7256,Hamburg/ Germany /Europe,53.5510846,9.9936819,0
7257," Hillsboro, OR",45.5272177,-122.9360906,1
7258,"New Delhi, india ",28.6139391,77.2090212,0
7259,SF,37.7749295,-122.4194155,1
7260,TN,35.5174913,-86.5804473,1
7261,NE FLORIDA ,27.6648274,-81.5157535,1
7262,Native Manc ,41.7677769,-72.5300083,1
7263,"ATLAH, New York",40.8061716,-73.9462459,1
7264,The Republic of New California,38.5792095,-121.4865178,1
7265,Colorado and Washington,39.8072085,-104.9788693,1
7266,SoCal/sometimes France,34.9592083,-116.419389,1
7267,mumbai,19.0759837,72.8776559,0
7268,Republican Police State of WI,43.7844397,-88.7878678,1
7269,"Moab, Utah",38.5733155,-109.5498395,1
7270,"Crystal, MN. USA",45.0327425,-93.3602286,1
7271,"Fairfax, VA",38.8462236,-77.3063733,1
7272,United Kingdom of Unicorns,,,
7273,"iPhone: 34.734604,-86.583084",,,
7274,"Bentonville, AR",36.3728538,-94.2088172,1
7275,NYC & the World,40.7127431,-74.0133795,1
7276,"Gentler Toronto Area, Canada",44.0383744,-79.1999949,0
7277,"DeKalb, IL",41.9294736,-88.7503647,1
7278,fairly local,,,
7279,L.A. & Coachella Valley,33.7666873,-116.3591772,1
7280,Memphis,35.1495343,-90.0489801,1
7281,St. Louis County,38.6103023,-90.4125181,1
7282,"Bryan, Texas",30.6743643,-96.3699632,1
7283,"Wichita, ks",37.6871761,-97.330053,1
7284,england,52.3555177,-1.1743197,0
7285,Central Oregon,43.8041334,-120.5542012,1
7286,"Studio City, CA",34.1395597,-118.3870991,1
7287,"Eugene, Oregon",44.0520691,-123.0867536,1
7288,"West Sacramento, CA",38.5804609,-121.530234,1
7289,Boston🌹,42.3594139,-71.0536611,1
7290,Somewhere taking pics,,,
7291,Potidaea,,,
7292,"Mililani Town, HI",21.4513314,-158.0152807,1
7293,"Florence,SC",34.1954331,-79.7625625,1
7294,Anarchist Jurisdiction ,,,
7295,Mother Earth ,36.0614716,-95.9767848,1
7296,"Paradise, Defsoul",,,
7297,"Ocala, FL",29.1871986,-82.1400923,1
7298,EagleBase,,,
7299,The Matrix,42.426466,-82.984498,1
7300,Wherever the wind takes me!,,,
7301,"San Mateo County, California",37.4337342,-122.4014193,1
7302,"North Dakota, USA",47.5514926,-101.0020119,1
7303,Grant Road waverly park area.,37.3659887,-122.0777686,1
7304,GCSU '17,33.0804485,-83.2319298,1
7305,"Ontario, CA / Henderson, NV",34.0633443,-117.6508876,1
7306,"Boston, USA",42.3600825,-71.0588801,1
7307,Napa Valley California.  ,38.5024689,-122.2653887,1
7308," Sonoma County, CA",38.5779555,-122.9888319,1
7309,Philadelphia - Colombia,40.022097,-75.133933,1
7310,she/her 19 | black | JK biased,,,
7311,"Las Vegas,NV",36.1699412,-115.1398296,1
7312,Blue Dot In The South,35.441696,-97.515845,1
7313,"Ambejogai, India",18.7271336,76.3810922,0
7314,"Kudghat,Tollygaunj,kolkata",22.4821748,88.3460941,0
7315,Second Life and San Antonio TX,29.4419395,-98.5105752,1
7316,"Gujarat, India",22.258652,71.1923805,0
7317,Wouldn't you want to know,,,
7318,DC-NYC,38.9100307,-77.0446354,1
7319,"186, India",40.7323948,-73.9523599,1
7320,"Bulawayo, Zimbabwe",-20.1457125,28.5873388,0
7321,"Ahmadabad City, India",23.022505,72.5713621,0
7322,Ghaziabad Uttar Pradesh,28.6691565,77.4537578,0
7323,Mehsana,23.5879607,72.3693252,0
7324,2nd star to the right. 💫,,,
7325,neemuch,24.4737663,74.8726497,0
7326,BHaVnagar,21.7644725,72.1519304,0
7327,Birmingham,33.5185892,-86.8103567,1
7328,Gandhinagar,23.2156354,72.6369415,0
7329,GJ,33.8099815,-118.1527252,1
7330,"Mempeasem, Legon - Accra",5.6358281,-0.1613592,0
7331,हवा हूं हवा मैं बसंती हवा हूं ,,,
7332,"Tokyo,JAPAN",35.6761919,139.6503106,0
7333,"San Diego County, CA.",32.7157305,-117.1610966,1
7334,20 | she/her,41.8993867,-87.6275053,1
7335,"Skyhigh Mountain, NY",42.261737,-78.6868397,1
7336,"Vegan, Florida",28.59294,-81.353065,1
7337,Dhampur,29.3080255,78.5033076,0
7338,"Barmer, Rajasthan, India",25.7521467,71.3966865,0
7339,"New Jersey/Vermont, USA🇺🇸",40.0583238,-74.4056612,1
7340,"Diocese of Palm Beach, FL 🏖",26.8222941,-80.107103,1
7341,Université de Ngozi,-2.9043817,29.8311585,0
7342,Roma y Barcelona,41.4232036,2.1995297,0
7343,Niagara Falls ,43.0962143,-79.0377388,1
7344,"Mitchellville, MD",38.9382537,-76.8201976,1
7345,Gulf of Mexico,25.304304,-90.065918,0
7346,rajnadgaon,21.0972123,81.0337501,0
7347,U S A ,37.09024,-95.712891,1
7348,Lower Sackville NS,44.7763767,-63.6775544,0
7349,Jumbleland,,,
7350,Gujarat ,22.258652,71.1923805,0
7351,"PHlLLY, GLOBAL",39.955727,-75.169785,1
7352,Lossiemouth,57.721579,-3.280325,0
7353,Somewhere on the beach!,39.7783331,-94.8535672,1
7354,"iPhone: 39.754280,-84.201958",,,
7355,"Thondamuthur,Coimbatore, India",10.9899245,76.8408813,0
7356,My body my choice.,,,
7357,"Fairfax, Virginia ",38.8462236,-77.3063733,1
7358,"38.8951° N, 77.0367° W",,,
7359,India (Bharat),20.593684,78.96288,0
7360,"State College, PA",40.7933949,-77.8600012,1
7361,Leon County Florida,30.4906177,-84.1857115,1
7362,"Boston, Massachusetts",42.3600825,-71.0588801,1
7363,"New York City, New Delhi",40.7559391,-73.9715551,1
7364,By the Gulf of Mexico~FL ;),29.749422,-85.303055,1
7365,FL- somewhere chic,27.6648274,-81.5157535,1
7366,🇰🇪,,,
7367,"Boise, Idaho (Boy-see, Ida-ho)",43.6169802,-116.2035693,1
7368,Rome,41.9027835,12.4963655,0
7369,NY ,40.7127753,-74.0059728,1
7370,Los Angeles / Global,34.1012376,-118.3405676,1
7371,Kamala Harris’s hometown! ,,,
7372,In the plague year,,,
7373,Jammu,33.778175,76.5761714,0
7374,North of Kingston,51.41233,-0.300689,0
7375,"Brooklyn , New York",40.6781784,-73.9441579,1
7376,Gaborone,-24.6282079,25.9231471,0
7377,"Tarrytown, NY",41.0762077,-73.8587461,1
7378,On the bus,43.0351294,-87.9083554,1
7379,#GlobalAddicts,,,
7380,Portlaoise,53.0328123,-7.2987933,0
7381,"The Progressive Darkness , USA",,,
7382,New York City but mostly Queens,40.6728572,-73.832624,1
7383,"Carson, California",33.8316745,-118.281693,1
7384,EVERYWHERE your NOT!!!#,,,
7385,Living in Wild and Wonderful,,,
7386,USA-NY-CO-MA-FL,40.722233,-73.987429,1
7387,Bulawayo,-20.1457125,28.5873388,0
7388,Four-Fifths Omnipresent,,,
7389,"Hometown: Brooklyn, New York",40.6749167,-74.0161583,1
7390,new york city,40.7127753,-74.0059728,1
7391,"New York , New York",40.7127753,-74.0059728,1
7392,"Maury Island, WA, USA",47.3770432,-122.4298481,1
7393,"Notodden, Norge",59.6566563,9.2094053,0
7394,"Seikh Sarai, South Delhi",28.5363155,77.2218338,0
7395,"Manicaland, Zimbabwe",-18.9216386,32.174605,0
7396,some rock orbiting some star,,,
7397,PNW USA via Hogwarts UK ,,,
7398,Islamabad Pakistan,33.6844202,73.0478848,0
7399,COVID capital of the world,,,
7400,"Gurgaon ,India",28.4594965,77.0266383,0
7401,"Denver, Co",39.7392358,-104.990251,1
7402,다이어트 할거야/킹오파 갓겜임/애쉬야ㅑㅑㅑ,,,
7403,Planet Earth (my favorite),,,
7404,"Frisco, TX.",33.1506744,-96.8236116,1
7405,Rock Chalk,38.9824295,-95.3302933,1
7406,"Durango, Colorado",37.27528,-107.8800667,1
7407,"Yuma, Arizona",32.6926512,-114.6276916,1
7408,North America (Continent),54.5259614,-105.2551187,0
7409,Beaver nation ,,,
7410,"Austin, TX  Island paradise",30.0087254,-97.9577288,1
7411,"Bowling Green, KY",36.9685219,-86.4808043,1
7412,FuckingRedStateUSA,,,
7413,Bushkill PA Poconos,41.093429,-75.0018401,1
7414,"karari Kaushambi, India",25.4520515,81.4265248,0
7415,Divided States of America,,,
7416,"सहारनपुर, भारत",29.9680035,77.5552066,0
7417,"Milton Keynes, England",52.0406224,-0.7594171,0
7418,"South Africa, Nigeria",6.44366,3.41487,0
7419,CAN NOT FOLLOW BACK!?!?!?,,,
7420,Northwest U.S.,37.09024,-95.712891,1
7421,"Kings College Hospital, Camberwell, London",51.4681404,-0.0938548,0
7422,Gold Coast ,-28.016667,153.4,0
7423,Jammu And Kashmir,33.778175,76.5761714,0
7424,"Philly to Palisade, USA",,,
7425,"West Henrietta, NY",43.0384885,-77.6632587,1
7426,"New Delhi, Gurugram, India",28.4594965,77.0266383,0
7427,"नई दिल्ली, भारत",28.6139391,77.2090212,0
7428,Tiny drop of blue in BLUE GA,34.8844947,-84.2226791,1
7429,"Tampa, Florida",27.950575,-82.4571776,1
7430,"Stavanger, Norway",58.9699756,5.7331074,0
7431,living room,32.7879163,-79.9346166,1
7432,"Lake Park, FL",26.8003398,-80.0664305,1
7433,Not so United States,,,
7434,Surrounded by water in the US,,,
7435,Wilds of Ohio,39.8210754,-81.7404973,1
7436,Get them OUT!,45.2734852,-75.9046649,0
7437,"Blacksburg, Virginia",37.2295733,-80.4139393,1
7438,"Parody Town, GFFA",,,
7439,"Wilkes-Barre, PA, NYC",41.2409402,-75.8902577,1
7440,"Abilene, TX",32.4487364,-99.7331439,1
7441,"Crofton, MD",39.0017772,-76.6874671,1
7442,"Larchmont, NY",40.9278769,-73.7517983,1
7443,North of the Equator,,,
7444,Amsterdam & Chicago,,,
7445,"Cleveland, OH & Miami Bch, FL",25.8645898,-80.1363031,1
7446,"Appleton, WI",44.2619309,-88.4153847,1
7447,The Frontline,29.7839762,-95.648362,1
7448,"Brisbane, Australia",-27.4697707,153.0251235,0
7449,"Omaha, Nebraska",41.2565369,-95.9345034,1
7450,"The 27106, Winston Salem NC",36.1426113,-80.3324514,1
7451,"Parkland, FL",26.3107774,-80.2532249,1
7452,"Olympia, Wa",47.0378741,-122.9006951,1
7453,"Memphis, TN, USA",35.1495343,-90.0489801,1
7454,Someone Lost Along The Way,,,
7455,Vernal Equinox,,,
7456,Philadelphia/Denver ,39.720831,-104.95395,1
7457,"Montclair, N.J.& NYC",40.8259007,-74.2090053,1
7458,"Rinky-Dink, West Virginia",39.4072332,-81.468968,1
7459,"Rensselaer, New York",42.6425794,-73.742898,1
7460,LA/NY,,,
7461,"Cambridgeshire, UK",52.2052973,0.1218195,0
7462,Sacramento.,38.5815719,-121.4943996,1
7463,"Cathedral City, CA",33.7805388,-116.4668036,1
7464,"Arden-Arcade, CA",38.6008071,-121.3770336,1
7465,"Fort Lee, NJ",40.8509333,-73.9701381,1
7466,Ramsbottom,53.648457,-2.32049,0
7467,"Bad Reichenhall, Germany",47.7303361,12.881588,0
7468,#NYC,40.7127753,-74.0059728,1
7469,📍NYC/Nashville,40.7127753,-74.0059728,1
7470,Boston MA,42.3600825,-71.0588801,1
7471,"Albacete, España",38.994349,-1.8585424,0
7472,Richmond Hill,31.9382652,-81.3034433,1
7473,namjoon,,,
7474,UK ,55.378051,-3.435973,0
7475,"Snohomish County, WA",48.0329979,-121.8339472,1
7476,Hudson Valley,41.9209018,-73.9612887,1
7477,"Council Bluffs, Iowa",41.2619444,-95.8608333,1
7478,Made In Detroit,42.396037,-83.002878,1
7479,"Mukwonago, WI",42.8666803,-88.3334274,1
7480,"Los Angeles, CA.",34.0522342,-118.2436849,1
7481,Millennium Falcon ,28.4691675,-81.2759287,1
7482,"Annapolis, MD",38.9784453,-76.4921829,1
7483,On Twitter,,,
7484,초콜릿 공장,,,
7485,"Bellefontaine, OH",40.3611643,-83.7596557,1
7486,From Past2Future Earth2Mars,,,
7487,"Texas, my heart is in Colorado",29.7308575,-98.102781,1
7488,Canadaland,,,
7489,MBA Tulane,29.9390729,-90.1195722,1
7490,7th Circle of Hell,,,
7491,"NJ, USA",40.0583238,-74.4056612,1
7492,"Kick Out Corruption, VA",37.4315734,-78.6568942,1
7493,"San Luis Obispo, CA",35.2827524,-120.6596156,1
7494,Smoky Mountains,35.6531943,-83.5070203,1
7495,NYC/Fla.,40.7392791,-73.9887999,1
7496,Sector 001,,,
7497,#Florida #Maine,27.6648274,-81.5157535,1
7498,"Seattle, SLC, Wash D.C. - USA",47.6062095,-122.3320708,1
7499,Nor CA,38.8375215,-120.8958242,1
7500,🇱🇺 🤗,,,
7501,PNW and OKC,35.4675602,-97.5164276,1
7502,"Arcadia, CA",34.1397292,-118.0353449,1
7503,"Santa Fe, NM",35.6869752,-105.937799,1
7504,South of St. Somewhere,,,
7505,  Makati / Negros Philippines ,10.6693305,122.9408518,0
7506,Monterey ,36.6002378,-121.8946761,1
7507,"Leland, NC",34.2364921,-78.0041377,1
7508,"Terre Haute, IN",39.4667034,-87.4139092,1
7509,here...suspended in time..😒,,,
7510,Forman’s Basement,,,
7511,"Radford, VA",37.1317924,-80.5764477,1
7512,Maine ➡️ New Jersey,45.253783,-69.4454689,1
7513,Kiamo Ko,,,
7514,"Venice Beach, Los Angeles",33.9850469,-118.4694832,1
7515,central city kentucky,37.2939322,-87.1233292,1
7516,turn around,43.6677785,-79.3689867,0
7517,"Ridgewood, NJ",40.9792645,-74.1165313,1
7518,"Suffolk County, MA",42.3522866,-71.0504229,1
7519,"Centreville, VA",38.8403909,-77.4288769,1
7520,"Moreau, New York",43.2406297,-73.6771662,1
7521,Lucknow Varanasi Lucknow,26.2379617,82.0640446,0
7522,"Yokosuka-shi, Kanagawa",35.281498,139.6721655,0
7523,Canada Eh! ,43.0891204,-79.1414869,0
7524,Gangavathi ,15.4319267,76.5280701,0
7525,Anoka Minnesota,45.1977428,-93.3871758,1
7526,cyprus,35.126413,33.429859,0
7527,"Quetta, Pakistan",30.1798398,66.9749731,0
7528,lesotho Qacha's Nek,-30.1114565,28.678979,0
7529,"Alpharetta, GA",34.0753762,-84.2940899,1
7530,"Llandysul, Wales",52.041675,-4.309198,0
7531,Ontario Canada,51.253775,-85.323214,0
7532,Detroit Michigan,42.331427,-83.0457538,1
7533,NY27,43.0550212,-78.4751945,1
7534,"Knockholt, South East",51.311086,0.1062,0
7535,Southeastern US,37.09024,-95.712891,1
7536,"Oita-ken, Japan",33.1589299,131.3611121,0
7537,"HQ in Richmond, VA",37.6007695,-77.5169708,1
7538,Lucknow india,26.8466937,80.946166,0
7539,"Calgary, Alberta ",51.0447331,-114.0718831,0
7540,"Washington, DC ",38.9071923,-77.0368707,1
7541,"Coimbatore, India",11.0168445,76.9558321,0
7542,"Malverne, NY",40.6789916,-73.6740191,1
7543,"Denver, Colorado Worldwide",39.7726025,-104.9277519,1
7544,Waterloo Region,43.4757989,-80.543845,0
7545,Missing Travel ,,,
7546,"Wilmington, DE ",39.744655,-75.5483909,1
7547,Rocky Mountain High,39.7507377,-105.0004438,1
7548,3D/5D,26.0092316,-80.3919394,1
7549,"Oakland, Ca",37.8043514,-122.2711639,1
7550,"Ohio, USA NW",40.4172871,-82.907123,1
7551,fort lee nj,40.8509333,-73.9701381,1
7552,"NS, Canada",44.6819866,-63.744311,0
7553,Chester and Around the EU,53.193392,-2.893075,0
7554,"Constanta, Romania",44.1598013,28.6348138,0
7555,10012 101A Avenue Edmonton,53.5424944,-113.4913413,0
7556,Currently Planet Earth,,,
7557,"MD, VA, DC, WV, PA",39.4124246,-77.4077505,1
7558,3rd star to the right 💫,,,
7559,UK and Canada,45.42277,-75.694942,0
7560,Chesapeake Bay watershed,37.5213728,-76.1050092,0
7561,"Montgomery County, MD",39.1547426,-77.2405153,1
7562,"Malibu, CA",34.0259216,-118.7797571,1
7563,Native of Gotham ,,,
7564,"London Alicante, Spain",38.363453,-0.429655,0
7565,"Lincoln, Nebraska, USA",40.813616,-96.7025955,1
7566,Keep Portland Weird,45.522708,-122.6730272,1
7567,"apache junction,az",33.4150485,-111.5495777,1
7568,"Dearborn, MI",42.3222599,-83.1763145,1
7569,Hong Kong. UK. ,22.279303,114.163702,0
7570,"Poplar Bluff, MO, USA",36.7569994,-90.392888,1
7571,"Winona, ON 🇨🇦",,,
7572,他のSNSやブログは👇,,,
7573,Home of the Run On Sentance,,,
7574,🦅OneNationUnderGod🇺🇸🦅🇺🇸 ,,,
7575,"Salem, Oregon",44.9428975,-123.0350963,1
7576,Adulthood (Unfortunately) ,,,
7577,So Cal        Bday 🎉 Sept 10,34.9592083,-116.419389,1
